Kingdom,Phylum,Class,Order,Family,Genus,Species,Response,MeanR,ResponseToCO2Increase
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Symbiodinium density per polyp,0.75,No_Response
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Protein concentration per polyp,0.661111111,No_Response
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Symbiodinium density per polyp,0.672222222,No_Response
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,doederleini,Protein concentration per polyp,0.527777778,Other
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,cyanosoma,Microbial diversity,0.527777778,Other
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,cyanosoma,Microbial diversity,0.527777778,Increases
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,doederleini,Hatching time,0.527777778,No_Response
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,cyanosoma,Size at hatch,0.527777778,Decreases
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,doederleini,Mortality rate,0.527777778,Decreases
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,cyanosoma,Mortality,0.583333333,No_Response
Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Apogon,doederleini,Presense of symbiont algae,0.583333333,Increases
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,nagasakiensis,Growth rate,0.494444444,Other
Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,nagasakiensis,Number of eggs produced per female,NA,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Number of cocoons produced per female,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Eggs per cocoon,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Survival,0.672222222,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Behavior,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Morphology,0.55,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Expulsion of sumbiotic algae,0.55,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Growth,0.694444444,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Survival,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Attachment,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Metabolite concentration,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Growth,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Survival,0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Attachment,0.675555556,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Metabolite concentration,0.675555556,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Growth,0.75,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Survival,0.694444444,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Madrepora,oculata,Attachment,NA,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,arbuscula,Growth,0.638888889,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,arbuscula,Survival,0.616666667,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,arbuscula,Attachment,0.638888889,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,poculata,Metabolite concentration,0.672222222,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,poculata,Growth,0.672222222,Other
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,poculata,Survival,0.672222222,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Astrangia,poculata,Attachment,0.672222222,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Metabolite concentration,0.656666667,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Growth,0.656666667,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Survival,0.512222222,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Attachment,0.567777778,Decreases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,rubrum,Expression of acid-base genes in hatchlings,0.567777778,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Expression of metabolic genes in stage 32-33 embryos,0.694444444,Decreases
Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,lixula,Expression of metabolic genes in hatchlings,0.677777778,Decreases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Expression of acid-base genes in gill,0.722222222,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Expression of acid-base genes in the intestine,0.722222222,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.633333333,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.722222222,No_Response
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.722222222,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.722222222,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.666666667,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.722222222,Increases
Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,viridis,Net calcification,0.666666667,Increases
Chromista,Miozoa,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,_intentionally left blank,Net calcification,0.677777778,No_Response
Chromista,Miozoa,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,_intentionally left blank,Net calcification,0.733333333,Increases
Chromista,Miozoa,Dinophyceae,Suessiales,Suessiaceae,Symbiodinium,_intentionally left blank,Net calcification,0.733333333,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Net calcification,0.672222222,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,patagonica,Net calcification,0.672222222,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,patagonica,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,patagonica,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,patagonica,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Net calcification,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Species richness (Shannon-Weaver diversity),0.605555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Madrepora,oculata,Number of species,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Community complexity,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Lophelia,pertusa,Morphological diversity,0.727777778,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Madrepora,oculata,Abundance,0.727777778,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Abundance,0.656666667,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Species richness,0.656666667,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Species richness,0.601111111,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Community dominance,0.567777778,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Community dominance,0.567777778,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Community dominance,0.567777778,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Community dominance,0.634444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Community dominance,0.634444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Cover,0.601111111,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Cover,0.601111111,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Cover,0.545555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Cover,0.512222222,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,CaCO3 weight on sea grass blades,0.512222222,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,CaCO3 weight on sea grass blades,0.512222222,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,photosynthetic efficiency,0.578888889,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,photosynthetic efficiency,0.578888889,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,electron transport rates,0.694444444,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,electron transport rates,0.672222222,No_Response
Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,shoot density,0.827777778,Increases
Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,shoot density,0.894444444,Decreases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,caerulea,abundance,0.653333333,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,abundance,0.727777778,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,abundance,0.727777778,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,abundance,0.783333333,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,abundance,0.783333333,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,abundance,0.75,Decreases
Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Calcarinidae,Baculogypsina,sphaerulata,abundance,0.672222222,Increase
Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Calcarinidae,Calcarina,gaudichaudii,abundance,0.672222222,Other
Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Soritinae,Amphisorus,hemprichii,abundance,0.672222222,Decreases
Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Soritinae,Amphisorus,hemprichii,abundance,0.634444444,Decreases
Protozoa,Protozoa,Granuloreticulosea,Foraminiferida,Calcarinidae,Calcarina,gaudichaudii,Probability of egg hatch,0.634444444,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,elegans,Time to hatch,0.628888889,Increases
Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,elegans,Survival,0.606666667,No_Response
Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,elegans,Carapace length,0.606666667,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Dry weight,0.805555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Proportion stage IV,0.805555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Swimming speed,0.805555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Swimming speed,0.75,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,"Number of turns, day 1",0.75,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,"Number of turns, day 5",0.75,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Number of turns,0.75,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Feeding rate,0.805555556,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Feeding rate,0.661111111,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Gross growth efficiency,0.661111111,Increases
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Proportion eggs hatched,0.716666667,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Survival,0.716666667,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliida,Balanophyllia,europaea,Proportion developed to C1 stage,0.661111111,No_Response
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophlliida,Cladocora,caespitosa,Survival probability,0.605555556,Decreases
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Probability of molt to C2 stage,NA,Increases
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,U:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,U:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,B:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,B:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Mg:Ca ratio in statolith,NA,Increases
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Mg:Ca ratio in statolith,NA,Increases
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Sr:Ca ratio in statolith,NA,Increases
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Sr:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Ba:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Ba:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Pb:Ca ratio in statolith,NA,No_Response
Animalia,Xenacoelomorpha,Acoela,Acoela,Convolutidae,Symsagittifera,roscoffensis,Pb:Ca ratio in statolith,NA,Increases
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,crassa,B:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,crassa,B:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,crassa,Mg:Ca ratio in statolith,0.495555556,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aiolochroia,crassa,Mg:Ca ratio in statolith,0.495555556,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,cauliformis,Sr:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,cauliformis,Sr:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,cauliformis,Ba:Ca ratio in statolith,0.495555556,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,cauliformis,Ba:Ca ratio in statolith,0.495555556,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,fistularis,Pb:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,fistularis,Pb:Ca ratio in statolith,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Verongida,Aplysinidae,Aplysina,fistularis,U:Ca ratio in statolith,0.495555556,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Ectyoplasia,ferox,U:Ca ratio in statolith,0.628888889,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Ectyoplasia,ferox,Elemental composition of statolith,0.628888889,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Ectyoplasia,ferox,Elemental composition of statolith,0.54,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Raspailiidae,Ectyoplasia,ferox,Elemental composition of statolith,0.54,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,birotulata,Elemental composition of statolith,0.601111111,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,birotulata,Hemolymph pH,0.601111111,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,birotulata,Hemolymph pCO2,0.512222222,No_Response
Animalia,Porifera,Demospongiae,Poecilosclerida,Iotrochotidae,Iotrochota,birotulata,Hemolymph [HCO3-],0.512222222,Other
Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Smenospongia,conulosa,Hemolymph ion concentration,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Smenospongia,conulosa,Hemolymph osmolality,0.584444444,No_Response
Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Smenospongia,conulosa,Hemolymph [Na+],0.495555556,No_Response
Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,Hemolymph [Ca++],0.501111111,Increases
Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,Hemolymph [SO4--],0.538888889,Decreases
Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,Hemolymph hemocyanin level,0.501111111,Increases
Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,Hemolymph  ammonia,0.483333333,Other
Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,Hemolymph [K+],0.483333333,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,sapidus,Hemolymph [Mg++],0.7,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,americanus,Hemolymph [Cl-],0.7,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Melicertus,plebejus,Ammonia excretion rate,0.7,Increases
Animalia,Mollusca,Gastropoda,Neotaenioglossa,Strombus,Strombus,alatus,Oxygen consumption,0.7,Decreases
Animalia,Mollusca,Gastropoda,Neotaenioglossa,Calyptraeidae,Crepidula,fornicata,Time to hatching,0.866666667,Increase
Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,cinerea,Hatching success,0.866666667,Decreases
Animalia,Mollusca,Gastropoda,Neotaenioglossa,Littorinidae,Littorina,littorea,Duration of hatching,0.755555556,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Neogoniolithon,_intentionally left blank,larval_survival,0.672222222,Increase
Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,incrassata,Length at stage IV,0.644444444,Increase
Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,punctulata,"% larvae at stage II, control temp",0.683333333,Increase
Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Eucidaris,tribuloides,"% larvae at stage III, control temp",0.683333333,Decreases
Animalia,Cnidaria,Anthozoa,Scleractinia,Oclindae,Oculina,arbuscula,"% larvae at stage IV, control temp",0.644444444,Decreases
Animalia,Annelida,Sedentaria,Canalipalpata,Serpulidae,Hydroides,crucigera,"% larvae at stage II, elevated temp",0.672222222,Decreases
Animalia,Mollusca,Bivalvia,Myoida,Myidae,Mya,arenaria,"% larvae at stage III, elevated temp",0.811111111,Decreases
Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,edulis,"% larvae at stage IV, elevated temp",0.811111111,No_Response
Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Argopecten,irradians,Feeding rate,0.672222222,Decreases
Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,virginica,Oxygen consumption,0.811111111,Decreases
Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,mercenaria,Survival,0.811111111,Decreases
Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,dichotoma,Mass,0.75,Increases
Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Jania,rubens,Morphometrics,0.722222222,Decreases
Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Udotea,petiolata,Mass in jar experiments,0.694444444,Increase
Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Valoniaceae,Valonia,utricularis,Calcium content of carapace,0.694444444,Decreases
Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Osmundea,truncata,Magnesium content of carapace,0.75,Increases
Plantae,Rhodophyta,Florideophyceae,Corallinales,_intentionally left blank,_intentionally left blank,_intentionally left blank,Calcium content of carapace,0.694444444,Decreases
Plantae,Rhodophyta,Florideophyceae,Corallinales,_intentionally left blank,_intentionally left blank,_intentionally left blank,Magnesium content of carapace,0.694444444,Decreases
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Survival,0.694444444,No_Response
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Shell condition,0.694444444,No_Response
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Shell aperture thickness,0.694444444,No_Response
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Shell aperture thickness,0.694444444,No_Response
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Proportion of shell area with type III shell dissolution,0.694444444,Increases
Plantae,Tracheophyta,Monocots,Alismatales,Posidoniaceae,Posidonia,oceanica,Proportion of shell area with type III shell dissolution,0.694444444,Increases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Proportion of shell area with type III shell dissolution over time,0.694444444,Decreases
Animalia,Echinodermata,Echinoidea,Echinoida,Echinidae,Paracentrotus,lividus,Proportion of shell area with type III shell dissolution over time,0.694444444,Decreases
Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,lixula,Proportion of shell area with type II shell dissolution over time,0.677777778,Decreases
Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,lixula,Proportion of shell area with type II shell dissolution over time,0.677777778,Decreases
Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamlidea,Chthamalus,stellatus,Shell mass loss,0.75,Increases
Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamlidea,Chthamalus,stellatus,Shell mass loss,0.75,Increases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Phorcus,turbinatus,Oxygen consumption,0.722222222,Other
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Trochidae,Phorcus,turbinatus,Swimming duration,0.722222222,Other
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,caerulea,Percent active larvae,0.694444444,Decreases
Animalia,Mollusca,Gastropoda,Archaeogastropoda,Patellidae,Patella,caerulea,Orientation frequency per minute,0.694444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Anxiety,0.944444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Distance moved,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Immobility,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Role of GABA receptor disruption in causing behavior,0.944444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Anxiety after 7 days of normal water,0.944444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Anxiety after 12 days of normal water,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Shelter in response to novel object,0.781111111,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,oregonensis,Role of GABA in controlling anxiety,0.781111111,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Oxygen consumption,0.725555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Ash-free dry mass,0.725555556,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,oregonensis,Whole coral dry weight,0.725555556,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Net calcification,0.814444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,oregonensis,Growth rate,0.814444444,No_Response
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Calcification rate by C14 uptake,0.814444444,No_Response
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica,Survival,0.944444444,No_Response
Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,pacifica,Calcification rate,0.944444444,Decreases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Growth rate,0.767777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Mean respiration rate,0.767777778,Increases
Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,magister,Nitrate release,0.767777778,Increases
